"Cmdlet","RuleName","Message"
"New-AzKeyVaultCertificatePolicy","Unassigned Parameter","""New-AzKeyVaultCertificatePolicy -RenewAtNumberOfDaysBeforeExpiry"" must be assigned with a value."
"New-AzKeyVaultNetworkRuleSetObject","Incorrect ParameterType","""New-AzVirtualNetwork -Subnet $frontendSubnet"" is not an expected parameter type."
"New-AzKeyVaultNetworkRuleSetObject","Incorrect ParameterType","""New-AzKeyVaultNetworkRuleSetObject -VirtualNetworkResourceId $myNetworkResId"" is not an expected parameter type."
"Remove-AzKeyVaultNetworkRule","Incorrect ParameterType","""Remove-AzKeyVaultNetworkRule -VirtualNetworkResourceId $myNetworkResId"" is not an expected parameter type."
"Set-AzKeyVaultAccessPolicy","Incorrect ParameterType","""Set-AzKeyVaultAccessPolicy -ObjectId (Get-AzADGroup -SearchString 'group2')[0].Id"" is not an expected parameter type."
"Set-AzKeyVaultCertificateIssuer","Invalid ParameterName","""New-AzKeyVaultCertificateOrganizationDetail -AdministrationDetails"" is not a valid parameter name."
"Set-AzKeyVaultCertificatePolicy","Unassigned Variable","""Set-AzKeyVaultCertificatePolicy -ReuseKeyOnRenewal $True is a null-valued parameter value."""
"Set-AzKeyVaultKeyRotationPolicy","Incorrect ParameterType","""Set-AzKeyVaultKeyRotationPolicy -KeyRotationLifetimeAction $action"" is not an expected parameter type."
"Set-AzKeyVaultKeyRotationPolicy","Incorrect ParameterType","""Get-AzKeyVaultKeyRotationPolicy [-VaultName] $key"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""Add-AzKeyVaultManagedStorageAccount -VaultName $kv.VaultName"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""Add-AzKeyVaultManagedStorageAccount -AccountName $sa.StorageAccountName"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""Add-AzKeyVaultManagedStorageAccount -AccountResourceId $sa.Id"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""Add-AzKeyVaultManagedStorageAccount -RegenerationPeriod ([System.Timespan]::FromDays(180))"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""New-AzStorageContext -StorageAccountName $sa.StorageAccountName"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""New-AzStorageAccountSasToken -StartTime $start"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""New-AzStorageAccountSasToken -ExpiryTime $end"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""Set-AzKeyVaultManagedStorageSasDefinition -AccountName $sa.StorageAccountName"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""Set-AzKeyVaultManagedStorageSasDefinition -VaultName $kv.VaultName"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""Set-AzKeyVaultManagedStorageSasDefinition -ValidityPeriod ([System.Timespan]::FromDays(30))"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""Get-AzKeyVaultSecret -VaultName $kv.VaultName"" is not an expected parameter type."
"Set-AzKeyVaultManagedStorageSasDefinition","Incorrect ParameterType","""Get-AzKeyVaultSecret -Name $sas.Sid.Substring($sas.Sid.LastIndexOf('/')+1)"" is not an expected parameter type."
"Set-AzKeyVaultSecret","Incorrect ParameterType","""Set-AzKeyVaultSecret -Expires $Expires"" is not an expected parameter type."
"Set-AzKeyVaultSecret","Incorrect ParameterType","""Set-AzKeyVaultSecret -NotBefore $NBF"" is not an expected parameter type."
"Update-AzKeyVault","Unassigned Variable","""Get-AzKeyVault -VaultName $keyVaultName is a null-valued parameter value."""
"Update-AzKeyVault","Unassigned Variable","""Get-AzKeyVault -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Update-AzKeyVault","Unassigned Variable","""Get-AzKeyVault -VaultName $keyVaultName is a null-valued parameter value."""
"Update-AzKeyVault","Unassigned Variable","""Get-AzKeyVault -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Update-AzKeyVault","Unassigned Variable","""Update-AzKeyVault -EnableRbacAuthorization $true is a null-valued parameter value."""
"Update-AzKeyVault","Unassigned Variable","""Get-AzKeyVault -VaultName $keyVaultName is a null-valued parameter value."""
"Update-AzKeyVault","Unassigned Variable","""Get-AzKeyVault -VaultName $keyVaultName is a null-valued parameter value."""
"Update-AzKeyVaultCertificate","Unassigned Variable","""Update-AzKeyVaultCertificate -Enable $true is a null-valued parameter value."""
"Update-AzKeyVaultKey","Incorrect ParameterType","""Update-AzKeyVaultKey -Expires $Expires"" is not an expected parameter type."
"Update-AzKeyVaultKey","Unassigned Variable","""Update-AzKeyVaultKey -Enable $True is a null-valued parameter value."""
"Update-AzKeyVaultManagedHsm","Alias_Detected","""fl"" is an alias of ""Format-List""."
"Update-AzKeyVaultManagedHsm","Unassigned Variable","""Update-AzKeyVaultManagedHsm -Name $hsmName is a null-valued parameter value."""
"Update-AzKeyVaultManagedHsm","Unassigned Variable","""Update-AzKeyVaultManagedHsm -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Update-AzKeyVaultManagedHsm","Unassigned Variable","""Get-AzKeyVaultManagedHsm -Name $hsmName is a null-valued parameter value."""
"Update-AzKeyVaultManagedHsm","Unassigned Variable","""Get-AzKeyVaultManagedHsm -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Update-AzKeyVaultManagedHsm","Alias_Detected","""fl"" is an alias of ""Format-List""."
"Update-AzKeyVaultManagedHsm","Unassigned Variable","""Update-AzKeyVaultManagedHsm -Name $hsmName is a null-valued parameter value."""
"Update-AzKeyVaultManagedHsm","Unassigned Variable","""Update-AzKeyVaultManagedHsm -ResourceGroupName $resourceGroupName is a null-valued parameter value."""
"Update-AzKeyVaultManagedStorageAccount","Unassigned Variable","""Update-AzKeyVaultManagedStorageAccount -AutoRegenerateKey $false is a null-valued parameter value."""
"Update-AzKeyVaultManagedStorageAccount","Unassigned Variable","""Update-AzKeyVaultManagedStorageAccount -RegenerationPeriod $regenerationPeriod is a null-valued parameter value."""
"Update-AzKeyVaultNetworkRuleSet","Incorrect ParameterType","""New-AzVirtualNetwork -Subnet $frontendSubnet"" is not an expected parameter type."
"Update-AzKeyVaultNetworkRuleSet","Incorrect ParameterType","""Update-AzKeyVaultNetworkRuleSet -VirtualNetworkResourceId $myNetworkResId"" is not an expected parameter type."
"Update-AzKeyVaultSecret","Incorrect ParameterType","""Update-AzKeyVaultSecret -Expires $Expires"" is not an expected parameter type."
"Update-AzKeyVaultSecret","Incorrect ParameterType","""Update-AzKeyVaultSecret -NotBefore $Nbf"" is not an expected parameter type."
"Update-AzKeyVaultSecret","Unassigned Variable","""Update-AzKeyVaultSecret -Enable $True is a null-valued parameter value."""
"Update-AzKeyVaultSecret","Incorrect ParameterType","""Update-AzKeyVaultSecret -Tag -@"" is not an expected parameter type."
"Update-AzKeyVaultSecret","Unknown ParameterName","""Update-AzKeyVaultSecret {}"" is not explicitly assigned to a parameter."
"Update-AzKeyVaultSecret","Unassigned Variable","""Update-AzKeyVaultSecret -Enable $False is a null-valued parameter value."""
"Remove-AzKubernetesConfiguration","Incorrect ParameterType","""Remove-AzKubernetesConfiguration -InputObject $kubConf"" is not an expected parameter type."
"Add-AzKustoClusterLanguageExtension","Incorrect ParameterType","""Add-AzKustoClusterLanguageExtension -Value (@{Name=""R""}, @{Name=""PYTHON""})"" is not an expected parameter type."
"Add-AzKustoDatabasePrincipal","Incorrect ParameterType","""Add-AzKustoDatabasePrincipal -Value (@{Name=""Some User""; Role=""Admin""; Type=""User""; Email=""someuser@microsoft.com""})"" is not an expected parameter type."
"Invoke-AzKustoDataConnectionValidation","Incorrect ParameterType","""Invoke-AzKustoDataConnectionValidation -InputObject $database"" is not an expected parameter type."
"Invoke-AzKustoDataConnectionValidation","Incorrect ParameterType","""Invoke-AzKustoDataConnectionValidation -InputObject $database"" is not an expected parameter type."
"Invoke-AzKustoDataConnectionValidation","Incorrect ParameterType","""Invoke-AzKustoDataConnectionValidation -InputObject $database"" is not an expected parameter type."
"New-AzKustoDataConnection","Unknown ParameterName","""New-AzKustoDataConnection -Location=""East US"""" is not explicitly assigned to a parameter."
"New-AzKustoDataConnection","Unknown ParameterSet","""New-AzKustoDataConnection -ResourceGroupName ""testrg"" -ClusterName ""testnewkustocluster"" -DatabaseName ""mykustodatabase"" -DataConnectionName ""myeventgriddc"" -Location=""East US"" -Kind ""EventGrid"" -EventHubResourceId ""/subscriptions/$subscriptionId/resourcegroups/testrg/providers/Microsoft.EventHub/namespaces/myeventhubns/eventhubs/myeventhub"" -StorageAccountResourceId $storageAccountResourceId ""/subscriptions/$subscriptionId/resourcegroups/testrg/providers/Microsoft.Storage/storageAccounts/mystorage"" -DataFormat ""JSON"" -ConsumerGroup '$Default' -TableName ""Events"" -MappingRuleName ""EventsMapping"" -IgnoreFirstRecord ""false"" -BlobStorageEventType ""Microsoft.Storage.BlobRenamed"""" has a parameter not in the same ParameterSet as others."
"New-AzKustoDataConnection","Unknown ParameterName","""New-AzKustoDataConnection -Location=""East US"""" is not explicitly assigned to a parameter."
"New-AzKustoScript","Unassigned Variable","""New-AzKustoScript -ScriptUrl $BlobSASURL is a null-valued parameter value."""
"New-AzKustoScript","Unassigned Variable","""New-AzKustoScript -ScriptUrlSasToken $BlobSASToken is a null-valued parameter value."""
"Remove-AzKustoClusterLanguageExtension","Incorrect ParameterType","""Remove-AzKustoClusterLanguageExtension -Value (@{Name=""R""})"" is not an expected parameter type."
"Remove-AzKustoDatabasePrincipal","Unrecognized_cmdlet","""Remove-AzKustoDatabasePrincipal"" is not a valid command name."
"Remove-AzKustoDatabasePrincipal","Incorrect ParameterType","""Remove-AzKustoDatabasePrincipal -Value (@{Name=""Some User""; Role=""Admin""; Type=""User""; Email=""someuser@microsoft.com""})"" is not an expected parameter type."
"Test-AzKustoClusterPrincipalAssignmentNameAvailability","Invalid ParameterName","""Test-AzKustoClusterPrincipalAssignmentNameAvailability -Type"" is not a valid parameter name."
"Test-AzKustoClusterPrincipalAssignmentNameAvailability","Invalid ParameterName","""Test-AzKustoClusterPrincipalAssignmentNameAvailability -Type"" is not a valid parameter name."
"Test-AzKustoDatabasePrincipalAssignmentNameAvailability","Invalid ParameterName","""Test-AzKustoClusterPrincipalAssignmentNameAvailability -DatabaseName"" is not a valid parameter name."
"Test-AzKustoDatabasePrincipalAssignmentNameAvailability","Invalid ParameterName","""Test-AzKustoClusterPrincipalAssignmentNameAvailability -Type"" is not a valid parameter name."
"Test-AzKustoDataConnectionNameAvailability","Invalid ParameterName","""Test-AzKustoDataConnectionNameAvailability -Type"" is not a valid parameter name."
"Update-AzKustoDatabase","Incorrect ParameterType","""Update-AzKustoDatabase -InputObject $database"" is not an expected parameter type."
"Update-AzKustoDatabase","Incorrect ParameterType","""Update-AzKustoDatabase -InputObject $database"" is not an expected parameter type."
"Update-AzKustoDataConnection","Unknown ParameterName","""Update-AzKustoDataConnection -Location=""East US"""" is not explicitly assigned to a parameter."
"Update-AzKustoDataConnection","Unknown ParameterName","""Update-AzKustoDataConnection -Location=""East US"""" is not explicitly assigned to a parameter."
"Update-AzKustoDataConnection","Unassigned Variable","""Update-AzKustoDataConnection -StorageAccountResourceId $storageAccountResourceId is a null-valued parameter value."""
"Update-AzKustoDataConnection","Unknown ParameterName","""Update-AzKustoDataConnection ""/subscriptions/$subscriptionId/resourcegroups/testrg/providers/Microsoft.Storage/storageAccounts/mystorage"""" is not explicitly assigned to a parameter."
"Update-AzKustoDataConnection","Unknown ParameterName","""Update-AzKustoDataConnection -Location=""East US"""" is not explicitly assigned to a parameter."
"Update-AzKustoDataConnection","Incorrect ParameterType","""Update-AzKustoDataConnection -InputObject $dataConnection"" is not an expected parameter type."
"Update-AzKustoDataConnection","Unknown ParameterName","""Update-AzKustoDataConnection -Location=""East US"""" is not explicitly assigned to a parameter."
"Update-AzKustoDataConnection","Incorrect ParameterType","""Update-AzKustoDataConnection -InputObject $dataConnection"" is not an expected parameter type."
"Update-AzKustoDataConnection","Unknown ParameterName","""Update-AzKustoDataConnection -Location=""East US"""" is not explicitly assigned to a parameter."
"Update-AzKustoDataConnection","Unassigned Variable","""Update-AzKustoDataConnection -StorageAccountResourceId $storageAccountResourceId is a null-valued parameter value."""
"Update-AzKustoDataConnection","Unknown ParameterName","""Update-AzKustoDataConnection ""/subscriptions/$subscriptionId/resourcegroups/testrg/providers/Microsoft.Storage/storageAccounts/mystorage"""" is not explicitly assigned to a parameter."
"Update-AzKustoDataConnection","Incorrect ParameterType","""Update-AzKustoDataConnection -InputObject $dataConnection"" is not an expected parameter type."
"Update-AzKustoDataConnection","Unknown ParameterName","""Update-AzKustoDataConnection -Location=""East US"""" is not explicitly assigned to a parameter."
"Update-AzKustoScript","Unassigned Variable","""Update-AzKustoScript -ScriptUrl $BlobSASURL is a null-valued parameter value."""
"Update-AzKustoScript","Unassigned Variable","""Update-AzKustoScript -ScriptUrlSasToken $BlobSASToken is a null-valued parameter value."""
"Add-AzLabServicesUserQuota","Unrecognized_Cmdlet","""Add-AzLabUserQuota"" is not a valid command name."
"Add-AzLabServicesUserQuota","Unrecognized_Cmdlet","""Get-AzLabUser"" is not a valid command name."
"Add-AzLabServicesUserQuota","Unrecognized_Cmdlet","""Add-AzLabUserQuota"" is not a valid command name."
"Get-AzLabServicesLab","Unrecognized_Cmdlet","""Get-AzLab"" is not a valid command name."
"Get-AzLabServicesLab","Unrecognized_Cmdlet","""Get-AzLab"" is not a valid command name."
"Get-AzLabServicesLab","Unrecognized_Cmdlet","""Get-AzLabPlan"" is not a valid command name."
"Get-AzLabServicesLab","Unrecognized_Cmdlet","""Get-AzLab"" is not a valid command name."
"Get-AzLabServicesLab","Unrecognized_Cmdlet","""Get-AzLab"" is not a valid command name."
"Get-AzLabServicesSchedule","Unrecognized_Cmdlet","""Get-AzLabSchedule"" is not a valid command name."
"Get-AzLabServicesTemplateVM","Unrecognized_Cmdlet","""Get-AzLabTemplateVM"" is not a valid command name."
"New-AzLabServicesLab","Unassigned Variable","""New-AzLabServicesLab -ResourceGroupName $ENV:ResourceGroupName is a null-valued parameter value."""
"New-AzLabServicesLab","Unassigned Variable","""New-AzLabServicesLab -Location $ENV:Location is a null-valued parameter value."""
"New-AzLabServicesLab","Incorrect ParameterType","""New-AzLabServicesLab -AdminUserPassword ""PlaceholderPassword"""" is not an expected parameter type."
"New-AzLabServicesLab","Unassigned Variable","""New-AzLabServicesLab -Title $ENV:NewLabName is a null-valued parameter value."""
"New-AzLabServicesSchedule","Incorrect ParameterType","""New-AzLabServicesSchedule -StartAt ""$((Get-Date).AddHours(5))"""" is not an expected parameter type."
"New-AzLabServicesSchedule","Incorrect ParameterType","""New-AzLabServicesSchedule -StopAt ""$((Get-Date).AddHours(6))"""" is not an expected parameter type."
"New-AzLabServicesSchedule","Incorrect ParameterType","""New-AzLabServicesSchedule -RecurrencePatternExpirationDate $((Get-Date).AddDays(20))"" is not an expected parameter type."
"Reset-AzLabServicesVMPassword","Incorrect ParameterType","""Reset-AzLabServicesVMPassword -Password ""New Password"""" is not an expected parameter type."
"Save-AzLabServicesLabPlanImage","Unrecognized_Parameter","""Save-AzLabServicesLabPlanImage -LabName"" is not a valid parameter name."
"Send-AzLabServicesUserInvite","Unrecognized_Parameter","""Send-AzLabServicesUserInvite -Name"" is not a valid parameter name."
"Update-AzLabServicesLab","Incorrect ParameterType","""Update-AzLabServicesLab -AutoShutdownProfileDisconnectDelay ""00:25:00"""" is not an expected parameter type."
"Update-AzLabServicesLabPlan","Incorrect ParameterType","""Update-AzLabServicesLabPlan -DefaultAutoShutdownProfileDisconnectDelay ""00:17:00"""" is not an expected parameter type."
"Update-AzLabServicesQuota","Incorrect ParameterType","""Update-AzLabServicesQuota -LabQuota $(New-TimeSpan -Hours 3)"" is not an expected parameter type."
"Update-AzLabServicesUser","Incorrect ParameterType","""Update-AzLabServicesUser -AdditionalUsageQuota $(New-TimeSpan -Hours 2)"" is not an expected parameter type."
"Get-AzIntegrationAccountCallbackUrl","Incorrect ParameterType","""Get-AzIntegrationAccountCallbackUrl -NotAfter ""03/25/2016 18:23:22"""" is not an expected parameter type."
"New-AzIntegrationAccountAgreement","RedirectionNotSupported","The '<' operator is reserved for future use."
"New-AzIntegrationAccountAgreement","RedirectionNotSupported","The '<' operator is reserved for future use."
"New-AzIntegrationAccountAgreement","RedirectionNotSupported","The '<' operator is reserved for future use."
"New-AzIntegrationAccountAgreement","Unassigned Parameter","""New-AzIntegrationAccountAgreement -AgreementContent"" must be assigned with a value."
"New-AzIntegrationAccountAgreement","Unassigned Parameter","""New-AzIntegrationAccountAgreement -GuestIdentityQualifierValue"" must be assigned with a value."
"New-AzIntegrationAccountAgreement","Unassigned Parameter","""New-AzIntegrationAccountAgreement -HostIdentityQualifierValue"" must be assigned with a value."
"New-AzIntegrationAccountAssembly","Unassigned Variable","""New-AzIntegrationAccountAssembly -AssemblyFilePath $localAssemblyFilePath is a null-valued parameter value."""
"New-AzIntegrationAccountAssembly","Unassigned Variable","""New-AzIntegrationAccountAssembly -AssemblyData $assemblyContent is a null-valued parameter value."""
"New-AzIntegrationAccountAssembly","Unassigned Variable","""New-AzIntegrationAccountAssembly -ContentLink $assemblyUrl is a null-valued parameter value."""
"New-AzIntegrationAccountBatchConfiguration","Unassigned Variable","""New-AzIntegrationAccountBatchConfiguration -BatchConfigurationFilePath $batchConfigurationFilePath is a null-valued parameter value."""
"New-AzIntegrationAccountBatchConfiguration","Unassigned Variable","""New-AzIntegrationAccountBatchConfiguration -BatchConfigurationDefinition $batchConfigurationContent is a null-valued parameter value."""
"New-AzIntegrationAccountMap","Unassigned Variable","""New-AzIntegrationAccountMap -MapDefinition $MapContent is a null-valued parameter value."""
"New-AzIntegrationAccountMap","RedirectionNotSupported","The '<' operator is reserved for future use."
"New-AzIntegrationAccountMap","Unassigned Parameter","""New-AzIntegrationAccountMap -MapFilePath"" must be assigned with a value."
"New-AzLogicApp","","""New-AzLogicApp -AppServicePlan"" is not a valid parameter name."
"New-AzLogicApp","MissingExpressionAfterToken","Missing expression after ','."
"New-AzLogicApp","UnexpectedToken","Unexpected token 'name2=""value2""' in expression or statement."
"New-AzLogicApp","MissingEndCurlyBrace","Missing closing '}' in statement block or type definition."
"New-AzLogicApp","UnexpectedToken","Unexpected token '}' in expression or statement."
"New-AzLogicApp","","""New-AzLogicApp -AppServicePlan"" is not a valid parameter name."
"New-AzLogicApp","Unknown ParameterName","""New-AzLogicApp (""d:\Workflows\Definition.json"")"" is not explicitly assigned to a parameter."
"New-AzLogicApp","Unknown ParameterName","""New-AzLogicApp name2=""value2"""" is not explicitly assigned to a parameter."
"New-AzLogicApp","","""New-AzLogicApp -AppServicePlan"" is not a valid parameter name."
"New-AzLogicApp","Unrecognized_Parameter_Name","""New-AzLogicApp -AppServicePlan"" is not a valid parameter name."
"Set-AzIntegrationAccountAgreement","RedirectionNotSupported","The '<' operator is reserved for future use."
"Set-AzIntegrationAccountAgreement","RedirectionNotSupported","The '<' operator is reserved for future use."
"Set-AzIntegrationAccountAgreement","RedirectionNotSupported","The '<' operator is reserved for future use."
"Set-AzIntegrationAccountAgreement","Unassigned Parameter","""Set-AzIntegrationAccountAgreement -GuestIdentityQualifierValue"" must be assigned with a value."
"Set-AzIntegrationAccountAgreement","Unassigned Parameter","""Set-AzIntegrationAccountAgreement -HostIdentityQualifierValue"" must be assigned with a value."
"Set-AzIntegrationAccountAgreement","Unassigned Parameter","""Set-AzIntegrationAccountAgreement -Metadata"" must be assigned with a value."
"Set-AzIntegrationAccountAssembly","Unassigned Variable","""Set-AzIntegrationAccountAssembly -AssemblyFilePath $localAssemblyFilePath is a null-valued parameter value."""
"Set-AzIntegrationAccountAssembly","Unassigned Variable","""Set-AzIntegrationAccountAssembly -AssemblyData $assemblyContent is a null-valued parameter value."""
"Set-AzIntegrationAccountAssembly","Unassigned Variable","""Set-AzIntegrationAccountAssembly -ContentLink $assemblyUrl is a null-valued parameter value."""
"Set-AzIntegrationAccountBatchConfiguration","Unassigned Variable","""Set-AzIntegrationAccountBatchConfiguration -BatchConfigurationFilePath $batchConfigurationFilePath is a null-valued parameter value."""
"Set-AzIntegrationAccountBatchConfiguration","Unassigned Variable","""Set-AzIntegrationAccountBatchConfiguration -BatchConfigurationDefinition $batchConfigurationContent is a null-valued parameter value."""
"Set-AzIntegrationAccountGeneratedIcn","Unassigned Variable","""Get-AzIntegrationAccountGeneratedIcn -ResourceGroupName $resourceGroup.ResourceGroupName is a null-valued parameter value."""
"Set-AzIntegrationAccountGeneratedIcn","Unassigned Variable","""Set-AzIntegrationAccountGeneratedIcn -ResourceGroupName $resourceGroup.ResourceGroupName is a null-valued parameter value."""
"Set-AzIntegrationAccountGeneratedIcn","Unassigned Variable","""Get-AzIntegrationAccountGeneratedIcn -ResourceGroupName $resourceGroup.ResourceGroupName is a null-valued parameter value."""
"Set-AzIntegrationAccountGeneratedIcn","Unassigned Variable","""Set-AzIntegrationAccountGeneratedIcn -ResourceGroupName $resourceGroup.ResourceGroupName is a null-valued parameter value."""
"Set-AzIntegrationAccountMap","Unassigned Variable","""Set-AzIntegrationAccountMap -MapDefinition $MapContent is a null-valued parameter value."""
"Set-AzIntegrationAccountMap","RedirectionNotSupported","The '<' operator is reserved for future use."
"Set-AzIntegrationAccountMap","Unassigned Parameter","""Set-AzIntegrationAccountMap -MapFilePath"" must be assigned with a value."
"Set-AzIntegrationAccountPartner","RedirectionNotSupported","The '<' operator is reserved for future use."
"Set-AzIntegrationAccountPartner","RedirectionNotSupported","The '<' operator is reserved for future use."
"Set-AzIntegrationAccountPartner","Unassigned Parameter","""Set-AzIntegrationAccountPartner -BusinessIdentities"" must be assigned with a value."
"Set-AzIntegrationAccountPartner","Unassigned Parameter","""Set-AzIntegrationAccountPartner -Metadata"" must be assigned with a value."
"Set-AzIntegrationAccountReceivedIcn","Unrecognized_Parameter_Name","""Set-AzIntegrationAccountGeneratedIcn -IsMessageProcessingFailed"" is not a valid parameter name."
"Set-AzIntegrationAccountReceivedIcn","Unrecognized_Parameter_Name","""Set-AzIntegrationAccountGeneratedIcn -IsMessageProcessingFailed"" is not a valid parameter name."
"Test-AzLogicApp","MissingExpressionAfterToken","Missing expression after ','."
"Test-AzLogicApp","UnexpectedToken","Unexpected token 'name2=""value2""' in expression or statement."
"Test-AzLogicApp","MissingEndCurlyBrace","Missing closing '}' in statement block or type definition."
"Test-AzLogicApp","UnexpectedToken","Unexpected token '}' in expression or statement."
"Test-AzLogicApp","Unknown ParameterName","""Test-AzLogicApp (""d:\Workflows\Definition.json"")"" is not explicitly assigned to a parameter."
"Test-AzLogicApp","Unknown ParameterName","""Test-AzLogicApp name2=""value2"""" is not explicitly assigned to a parameter."
"Test-AzLogicApp","RedirectionNotSupported","The '<' operator is reserved for future use."
"Test-AzLogicApp","Unassigned Parameter","""Test-AzLogicApp -IntegrationAccountId"" must be assigned with a value."
"Get-AzLogzMonitor","","""logz-pwsh01"" is not a valid command name."
"Get-AzLogzMonitor","","""logz-pwsh01"" is not a valid command name."
"Get-AzLogzMonitor","","""logz-pwsh01"" is not a valid command name."
"Get-AzLogzMonitor","Incorrect ParameterType","""New-AzLogzMonitor -PlanEffectiveDate (Get-Date -AsUTC)"" is not an expected parameter type."
"Get-AzLogzMonitorSSOConfiguration","","""New-AzLogzMonitorSSOConfiguration"" is not a valid command name."
"Get-AzLogzSubAccount","","""logz01-subaccount01"" is not a valid command name."
"Get-AzLogzSubAccount","","""logz01-subaccount02"" is not a valid command name."
"Get-AzLogzSubAccount","","""logz01-subaccount01"" is not a valid command name."
"Get-AzLogzSubAccount","","""logz-pwshsub01"" is not a valid command name."
"Get-AzLogzSubAccount","Incorrect ParameterType","""New-AzLogzSubAccount -PlanEffectiveDate (Get-Date -AsUTC)"" is not an expected parameter type."
"Invoke-AzLogzHostMonitor","","""Invoke-AzLogzHostMonitor"" is not a valid command name."
"Invoke-AzLogzHostSubAccount","Unrecognized_Parameter_Name","""Invoke-AzLogzHostSubAccount -Name"" is not a valid parameter name."
"New-AzLogzMonitor","","""logz-pwsh01"" is not a valid command name."
"New-AzLogzMonitor","Incorrect ParameterType","""New-AzLogzMonitor -PlanEffectiveDate (Get-Date -AsUTC)"" is not an expected parameter type."
"New-AzLogzSubAccount","","""logz-pwshsub01"" is not a valid command name."
"New-AzLogzSubAccount","Incorrect ParameterType","""New-AzLogzSubAccount -PlanEffectiveDate (Get-Date -AsUTC)"" is not an expected parameter type."
"Remove-AzLogzSubAccountTagRule","","""Remove-AzLogzSubAccountTagRule"" is not a valid command name."
"Update-AzLogzMonitor","","""pwsh-logz04"" is not a valid command name."
"Update-AzLogzMonitor","","""pwsh-logz04"" is not a valid command name."
"Update-AzLogzSubAccount","","""logz-pwshsub01"" is not a valid command name."
"Update-AzLogzSubAccount","","""logz-pwshsub01"" is not a valid command name."
"Export-AzMlWebService","Unassigned Variable","""Export-AzMlWebService -WebService $svc is a null-valued parameter value."""
"Export-AzMlWebService","Unassigned Variable","""Export-AzMlWebService -WebService $svc is a null-valued parameter value."""
"Get-AzMlWebServiceKey","Unassigned Variable","""Get-AzMlWebServiceKey -MlWebService $mlService is a null-valued parameter value."""
"Import-AzMlWebService","Unassigned Variable","""Import-AzMlWebService -JsonString $jsonDefinition is a null-valued parameter value."""
"Move-AzMlCommitmentAssociation","Unrecognized_Parameter_Name","""Get-AzMlCommitmentAssociation -DestinationPlanId"" is not a valid parameter name."
"New-AzMlWebService","Unassigned Variable","""New-AzMlWebService -NewWebServiceDefinition $serviceDefinitionObject is a null-valued parameter value."""
"Update-AzMlCommitmentPlan","Unrecognized_Parameter_Name","""Update-AzMlCommitmentPlan -Tags"" is not a valid parameter name."
"Update-AzMlWebService","Incorrect ParameterType","""Update-AzMlWebService -Keys @{Primary='changed primary key'}"" is not an expected parameter type."
"Update-AzMlWebService","Incorrect ParameterType","""Update-AzMlWebService -Diagnostics @{Level='All'}"" is not an expected parameter type."
"Update-AzMlWebService","Incorrect ParameterType","""Update-AzMlWebService -ServiceUpdates $updates"" is not an expected parameter type."
"New-AzConfigurationAssignment","Unassigned Variable","""New-AzConfigurationAssignment -ConfigurationAssignmentName $maintenanceConfigurationName is a null-valued parameter value."""
"New-AzConfigurationAssignment","Unassigned Variable","""New-AzConfigurationAssignment -MaintenanceConfigurationId $maintenanceConfigurationCreated.Id is a null-valued parameter value."""
"New-AzConfigurationAssignment","Unassigned Variable","""New-AzConfigurationAssignment -Location $location is a null-valued parameter value."""
"New-AzMaintenanceConfiguration","Unknown ParameterName","""New-AzMaintenanceConfiguration 00:00"" is not explicitly assigned to a parameter."
"New-AzMaintenanceConfiguration","Unknown ParameterName","""New-AzMaintenanceConfiguration 00:00"" is not explicitly assigned to a parameter."
"New-AzMaintenanceConfiguration","Unknown ParameterName","""New-AzMaintenanceConfiguration Standard"" is not explicitly assigned to a parameter."
"New-AzMaintenanceConfiguration","Unknown ParameterName","""New-AzMaintenanceConfiguration Time"" is not explicitly assigned to a parameter."
"Remove-AzConfigurationAssignment","Unassigned Variable","""Remove-AzConfigurationAssignment -ConfigurationAssignmentName $maintenanceConfigurationName is a null-valued parameter value."""
"Update-AzMaintenanceConfiguration","Unassigned Variable","""Update-AzMaintenanceConfiguration -Configuration $configuration is a null-valued parameter value."""
